,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (μS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
600,TR12,2005-05-05,7.5,9.8,27.7,4.2,322,5.7,1.4,2.0,6.3,1.0
601,TR12,2005-06-02,7.3,6.7,28.1,50.0,206,17.0,0.21,0.55,1.6,0.18
602,TR12,2005-07-06,7.6,8.1,29.1,9.9,97,0.6,0.051,0.08,1.0,0.015
603,TR12,2005-08-04,7.6,7.8,29.7,7.0,100,10.0,0.033,0.07,1.1,0.014
604,TR12,2005-09-08,7.7,8.6,29.7,3.2,131,1.3,0.12,0.25,1.9,0.064
605,TR12,2005-10-05,8.4,10.6,30.3,3.7,200,3.4,0.37,0.58,3.3,0.38
606,TR12,2005-11-04,7.3,8.9,28.7,2.8,280,10.0,1.4,1.6,4.3,1.5
607,TR12,2005-12-02,7.5,9.3,25.3,5.0,257,7.0,3.4,1.3,3.6,1.1
608,TR12B,2005-01-03,7.4,11.1,13.3,0.9,85,0.8,0.042,0.04,1.3,0.01
609,TR12B,2005-02-02,6.8,9.4,14.6,0.5,100,0.6,0.072,0.08,1.8,0.014
610,TR12B,2005-03-02,7.1,9.2,15.3,1.2,118,0.5,0.074,0.11,2.1,0.018
611,TR12B,2005-04-06,7.3,8.9,22.8,0.5,114,0.9,0.081,0.06,0.83,0.009
612,TR12B,2005-05-05,7.3,9.2,27.2,2.4,133,0.9,0.073,0.09,1.0,0.015
613,TR12B,2005-06-02,7.0,7.5,28.0,2.2,124,1.0,0.08,0.11,1.6,0.016
614,TR12B,2005-07-06,7.8,8.5,27.3,1.2,67,0.2,0.031,0.04,0.6,0.005
615,TR12B,2005-08-04,7.4,8.3,28.3,1.2,66,3.3,0.026,0.04,0.57,0.004
616,TR12B,2005-09-08,7.5,8.8,27.7,1.3,66,0.5,0.03,0.04,0.56,0.004
617,TR12B,2005-10-05,7.6,8.8,26.7,1.5,62,0.5,0.033,0.03,0.51,0.004
618,TR12B,2005-11-04,7.5,9.6,25.5,0.7,74,0.5,0.057,0.05,0.77,0.006
619,TR12B,2005-12-02,7.4,9.3,22.8,3.0,78,0.8,0.23,0.06,0.86,0.006
620,TR12C,2005-01-03,7.2,9.0,14.4,18.0,144,8.1,1.2,0.37,1.9,0.074
621,TR12C,2005-02-02,6.9,7.5,15.1,3.6,148,4.8,1.0,0.28,1.8,0.087
622,TR12C,2005-03-02,7.1,7.6,16.2,10.0,170,5.0,1.4,0.3,1.7,0.1
623,TR12C,2005-04-06,7.2,7.6,23.0,18.0,187,5.2,1.7,0.55,1.4,0.15
624,TR12C,2005-05-05,7.3,6.7,26.1,37.0,191,2.3,1.3,0.58,1.4,0.14
625,TR12C,2005-06-02,7.1,7.3,28.5,3.6,205,2.7,0.3,0.24,1.7,0.1
626,TR12C,2005-07-06,7.4,7.8,26.9,4.8,135,1.9,0.33,0.19,1.0,0.054
627,TR12C,2005-08-04,7.4,7.7,27.8,1.6,130,1.3,0.23,0.16,0.88,0.039
628,TR12C,2005-09-08,7.4,8.1,26.7,1.6,104,0.8,0.14,0.13,0.62,0.027
629,TR12C,2005-10-05,7.7,8.8,26.0,1.6,111,1.2,0.23,0.11,0.63,0.031
630,TR12C,2005-11-04,7.4,9.2,24.3,1.2,109,2.5,0.27,0.23,0.85,0.027
631,TR12C,2005-12-02,7.5,9.1,21.6,2.9,117,3.4,0.53,0.2,1.1,0.039
632,TR12D,2005-01-03,7.4,10.8,14.9,0.6,48,0.2,0.021,0.02,0.45,0.002
633,TR12D,2005-02-02,6.9,10.0,14.7,0.5,54,0.2,0.021,0.02,0.55,0.002
634,TR12D,2005-03-02,7.2,9.8,15.5,0.5,60,0.1,0.014,0.02,0.67,0.002
635,TR12D,2005-04-06,7.3,8.8,22.4,0.8,65,0.6,0.012,0.02,0.41,0.002
636,TR12D,2005-05-05,7.2,8.5,26.2,0.5,83,0.5,0.021,0.02,0.59,0.002
637,TR12D,2005-06-02,7.0,7.6,27.5,0.9,75,0.5,0.02,0.02,0.74,0.002
638,TR12D,2005-07-06,7.6,8.1,26.7,0.6,42,0.1,0.005,0.02,0.14,0.002
639,TR12D,2005-08-04,7.4,8.3,27.5,0.7,45,0.1,0.014,0.02,0.14,0.002
640,TR12D,2005-09-08,7.5,8.6,26.6,0.5,43,0.2,0.013,0.02,0.14,0.002
641,TR12D,2005-10-05,7.6,8.6,25.4,1.1,41,0.7,0.017,0.02,0.1,0.002
642,TR12D,2005-11-04,7.4,9.0,24.4,0.5,43,0.4,0.017,0.02,0.14,0.002
643,TR12D,2005-12-02,7.3,8.8,21.7,0.6,43,0.3,0.038,0.03,0.16,0.002
644,TR12E,2005-01-03,8.0,9.9,17.4,1.8,158,0.2,0.033,0.03,0.59,0.004
645,TR12E,2005-02-02,7.5,9.4,16.4,3.0,155,1.6,0.23,0.07,0.6,0.012
646,TR12E,2005-03-02,7.6,9.6,16.6,1.4,148,0.4,0.11,0.03,0.85,0.009
647,TR12E,2005-04-06,8.1,9.2,22.5,1.2,182,0.7,0.044,0.03,0.63,0.009
648,TR12E,2005-05-05,7.9,9.2,25.9,1.7,205,0.7,0.024,0.04,0.69,0.004
649,TR12E,2005-06-02,7.5,7.6,26.4,2.4,147,0.8,0.025,0.03,0.49,0.006
650,TR12E,2005-07-06,8.0,8.6,28.6,1.3,194,0.5,0.027,0.03,0.72,0.006
651,TR12E,2005-08-04,7.7,8.2,27.5,1.6,84,0.2,0.048,0.02,0.24,0.004
652,TR12E,2005-09-08,7.6,8.7,26.9,1.1,90,0.4,0.021,0.02,0.31,0.003
653,TR12E,2005-10-05,7.9,8.8,25.9,0.8,100,0.9,0.022,0.02,0.35,0.002
654,TR12E,2005-11-04,7.7,9.1,24.3,1.0,98,0.4,0.02,0.02,0.31,0.002
655,TR12E,2005-12-02,7.9,8.8,22.0,2.5,108,0.6,0.05,0.04,0.34,0.006
656,TR12F,2005-01-03,7.3,10.6,14.2,0.5,79,0.7,0.11,0.08,0.85,0.022
657,TR12F,2005-02-02,6.9,9.2,14.6,0.5,91,0.7,0.17,0.08,1.0,0.033
658,TR12F,2005-03-02,7.2,8.9,15.7,0.5,100,0.4,0.15,0.08,0.89,0.03
659,TR12F,2005-04-06,7.2,7.7,22.3,0.8,104,1.2,0.076,0.09,0.74,0.027
660,TR12F,2005-05-05,7.2,7.2,25.8,0.7,114,0.9,0.057,0.11,0.83,0.021
661,TR12F,2005-06-02,7.0,7.2,28.1,1.9,118,0.9,0.068,0.12,0.77,0.013
662,TR12F,2005-07-06,7.6,7.7,28.1,2.2,84,0.4,0.034,0.11,0.48,0.008
663,TR12F,2005-08-04,7.4,7.6,29.1,1.8,79,0.2,0.038,0.08,0.41,0.005
664,TR12F,2005-09-08,7.4,7.9,27.4,2.9,73,0.4,0.039,0.1,0.29,0.004
665,TR12F,2005-10-05,7.7,8.5,26.5,1.9,41,0.5,0.028,0.07,0.27,0.004
666,TR12F,2005-11-04,7.4,9.0,24.5,1.1,70,0.5,0.045,0.06,0.35,0.005
667,TR12F,2005-12-02,7.5,9.0,21.9,1.4,70,0.5,0.053,0.04,0.43,0.005
668,TR12G,2005-01-03,7.3,10.7,13.7,2.2,46,0.2,0.011,0.03,0.046,0.002
669,TR12G,2005-02-02,7.1,10.1,13.9,0.5,54,0.1,0.013,0.03,0.066,0.002
670,TR12G,2005-03-02,7.1,9.2,15.2,0.5,64,0.1,0.011,0.03,0.079,0.002
671,TR12G,2005-04-06,7.1,8.0,22.1,1.0,66,0.3,0.015,0.03,0.053,0.002
672,TR12G,2005-05-05,7.3,8.2,25.1,0.5,69,0.7,0.039,0.05,0.052,0.002
673,TR12G,2005-06-02,6.6,6.8,27.0,2.0,73,0.5,0.023,0.07,0.078,0.002
674,TR12G,2005-07-06,7.2,7.1,27.9,3.7,60,0.3,0.016,0.09,0.051,0.002
675,TR12G,2005-08-04,6.9,6.9,28.2,3.8,61,0.1,0.016,0.1,0.034,0.002
676,TR12G,2005-09-08,7.0,7.7,27.8,5.1,61,0.4,0.015,0.11,0.043,0.002
677,TR12G,2005-10-05,7.3,7.9,26.1,1.2,66,0.4,0.017,0.08,0.037,0.002
678,TR12G,2005-11-04,7.2,8.7,24.4,1.6,51,0.2,0.015,0.04,0.023,0.002
679,TR12G,2005-12-02,7.2,8.5,22.1,0.5,49,0.4,0.014,0.05,0.025,0.002
680,TR12H,2005-01-03,7.4,10.9,13.7,0.6,59,0.1,0.011,0.02,1.1,0.002
681,TR12H,2005-02-02,6.9,9.8,14.3,0.5,65,0.3,0.023,0.04,1.0,0.012
682,TR12H,2005-03-02,7.1,9.5,15.4,2.4,75,0.1,0.041,0.05,1.1,0.007
683,TR12H,2005-04-06,7.3,8.8,20.8,0.5,72,0.6,0.041,0.04,0.46,0.008
684,TR12H,2005-05-05,7.3,9.0,24.8,1.6,77,0.9,0.042,0.05,0.44,0.011
685,TR12H,2005-06-02,7.0,7.5,26.8,2.0,86,0.5,0.022,0.06,0.87,0.006
686,TR12H,2005-07-06,7.5,8.1,27.2,1.6,62,0.2,0.013,0.04,0.69,0.003
687,TR12H,2005-08-04,7.8,8.6,28.0,2.1,62,0.1,0.015,0.03,0.7,0.002
688,TR12H,2005-09-08,7.5,8.7,27.2,1.3,65,0.4,0.016,0.03,0.6,0.003
689,TR12H,2005-10-05,7.6,8.6,26.0,1.5,61,0.7,0.024,0.02,0.67,0.002
690,TR12H,2005-11-04,7.5,9.0,24.2,2.5,63,0.2,0.034,0.03,0.67,0.005
691,TR12H,2005-12-02,7.4,9.1,20.8,2.2,64,0.6,0.021,0.05,0.76,0.004
692,TR12I,2005-01-03,7.8,5.9,17.9,3.5,33566,3.3,0.48,0.16,0.34,0.031
693,TR12I,2005-02-02,7.2,5.8,15.2,1.2,30962,3.9,1.0,0.26,0.3,0.035
694,TR12I,2005-03-02,6.9,4.7,15.3,2.4,12670,8.0,1.1,0.38,1.5,0.19
695,TR12I,2005-04-06,7.3,4.0,21.6,1.8,37176,1.9,0.61,0.13,0.31,0.061
696,TR12I,2005-05-05,7.3,3.1,26.4,2.2,35427,5.1,0.77,0.25,0.21,0.12
697,TR12I,2005-06-02,7.5,2.5,28.0,5.4,30958,9.2,0.36,0.2,0.32,0.056
698,TR12I,2005-07-06,7.6,7.1,29.7,14.0,5971,0.8,0.1,0.1,0.96,0.015
699,TR12I,2005-08-04,7.7,7.2,31.0,6.7,11819,0.6,0.052,0.06,0.92,0.012
700,TR12I,2005-09-08,7.3,6.0,29.9,4.8,20680,1.6,0.3,0.1,0.49,0.018
701,TR12I,2005-10-05,8.0,8.1,30.1,2.0,35026,4.6,0.1,0.1,0.38,0.046
702,TR12I,2005-11-04,7.3,4.7,26.9,3.6,30582,3.4,0.42,0.15,0.45,0.071
703,TR12I,2005-12-02,7.5,5.6,24.4,19.0,30971,3.5,0.44,0.14,0.39,0.034
704,TR13,2005-01-07,7.1,8.9,18.0,3.4,152,5.9,1.1,0.47,1.1,0.08
705,TR13,2005-02-01,7.0,8.3,15.7,2.3,130,5.6,1.4,0.47,1.0,0.078
706,TR13,2005-03-04,7.2,9.2,13.6,5.9,105,3.9,2.0,0.59,0.76,0.07
707,TR13,2005-04-08,6.9,5.3,22.5,5.1,259,4.5,2.7,0.77,0.62,0.074
708,TR13,2005-05-06,7.1,7.9,25.8,4.4,274,0.7,0.91,0.26,1.6,0.13
709,TR13,2005-06-03,6.7,8.6,28.0,2.7,137,1.8,0.39,0.25,0.75,0.068
710,TR13,2005-07-08,6.9,7.9,26.2,2.0,219,1.1,0.19,0.09,0.66,0.024
711,TR13,2005-08-03,6.9,7.9,27.6,2.3,133,1.1,0.2,0.1,0.66,0.022
712,TR13,2005-09-02,7.0,8.0,25.9,2.9,121,1.7,0.1,0.07,0.7,0.012
713,TR13,2005-10-07,7.0,8.2,26.6,1.5,98,2.0,0.31,0.12,0.64,0.021
714,TR13,2005-11-03,6.9,8.4,26.1,200.0,93,4.5,0.78,0.68,0.68,0.069
715,TR13,2005-12-05,6.9,8.6,17.7,3.4,67,2.8,0.52,0.33,0.6,0.048
716,TR14,2005-01-07,7.5,10.0,17.2,1.0,1927,0.1,0.046,0.03,0.24,0.003
717,TR14,2005-02-01,7.3,8.9,16.3,1.0,3120,0.3,0.048,0.03,0.32,0.004
718,TR14,2005-03-04,7.4,9.9,14.2,1.4,539,0.3,0.09,0.03,0.36,0.004
719,TR14,2005-04-08,7.0,8.1,22.6,3.4,11585,0.7,0.14,0.06,0.11,0.007
720,TR14,2005-05-06,7.4,7.8,24.8,7.0,436,2.2,0.036,0.07,0.56,0.007
721,TR14,2005-06-03,7.1,8.0,26.0,0.9,398,0.7,0.063,0.06,0.29,0.008
722,TR14,2005-07-08,7.4,7.6,27.3,2.5,2713,0.5,0.03,0.05,0.38,0.004
723,TR14,2005-08-03,7.0,7.2,28.0,4.4,2784,0.6,0.072,0.05,0.35,0.009
724,TR14,2005-09-02,7.3,7.1,26.7,1.8,7543,0.9,0.058,0.04,0.33,0.006
725,TR14,2005-10-07,7.3,8.5,26.7,1.9,1132,0.3,0.027,0.03,0.34,0.006
726,TR14,2005-11-03,7.5,9.4,23.4,3.1,220,0.4,0.022,0.03,0.15,0.002
727,TR14,2005-12-05,7.0,9.9,18.4,15.0,1647,0.2,0.029,0.03,0.22,0.004
728,TR17,2005-01-05,8.6,9.1,17.8,66.0,5178,8.6,1.1,3.4,0.002,0.011
729,TR17,2005-02-03,7.4,8.5,15.8,8.5,5901,42.0,2.2,0.64,0.26,0.12
730,TR17,2005-03-03,7.7,10.0,13.9,19.0,1518,40.0,0.46,0.22,1.1,0.27
731,TR17,2005-04-07,7.2,5.1,26.0,3.6,4490,33.0,2.0,0.87,0.048,0.028
732,TR17,2005-05-04,8.6,8.8,27.1,12.0,5676,36.0,1.9,0.51,0.016,0.1
733,TR17,2005-06-01,8.1,7.7,27.8,17.0,3768,32.0,1.3,0.34,0.33,0.21
734,TR17,2005-07-04,7.5,7.9,27.2,4.5,1801,5.7,0.009,0.05,0.93,0.02
735,TR17,2005-08-01,8.0,8.2,27.7,4.0,856,2.4,0.068,0.05,0.76,0.012
736,TR17,2005-09-01,8.4,8.3,28.8,1.7,1660,3.8,0.066,0.05,0.71,0.023
737,TR17,2005-10-03,8.2,8.1,29.0,5.5,1675,29.0,0.02,0.05,0.67,0.024
738,TR17,2005-11-02,7.6,8.0,23.6,6.0,3002,25.0,0.69,0.2,0.67,0.056
739,TR17,2005-12-01,7.6,7.3,24.4,58.0,2517,30.0,0.54,0.41,0.21,0.12
740,TR17L,2005-01-05,8.0,8.5,17.3,3.2,34221,3.8,0.15,0.05,0.26,0.02
741,TR17L,2005-02-03,7.7,7.1,14.8,0.7,25548,8.1,0.35,0.09,0.45,0.033
742,TR17L,2005-03-03,7.4,7.3,14.2,12.0,14482,10.0,0.51,0.14,1.5,0.092
743,TR17L,2005-04-07,7.1,4.7,23.3,4.3,12330,5.4,0.57,0.13,0.54,0.061
744,TR17L,2005-05-04,7.5,5.6,26.0,2.7,23572,2.1,0.39,0.06,0.47,0.064
745,TR17L,2005-06-01,7.4,4.5,27.7,2.0,21574,2.2,0.36,0.1,0.58,0.046
746,TR17L,2005-07-04,7.3,7.0,28.5,0.8,8833,1.9,0.051,0.03,0.88,0.02
747,TR17L,2005-08-01,7.4,6.8,27.8,6.0,9315,3.0,0.11,0.06,0.86,0.019
748,TR17L,2005-09-01,7.9,7.2,29.8,5.5,15359,2.5,0.15,0.05,0.57,0.021
749,TR17L,2005-10-03,8.0,7.2,29.7,1.1,25486,3.4,0.33,0.04,0.48,0.041
750,TR17L,2005-11-02,7.6,6.1,23.8,5.2,27964,2.5,0.28,0.04,0.34,0.024
751,TR17L,2005-12-01,7.5,5.5,23.6,2.3,29420,2.3,0.32,0.05,0.35,0.019
752,TR19,2005-01-05,9.0,9.3,19.7,54.0,3447,5.7,0.17,0.12,0.89,0.041
753,TR19,2005-02-03,7.2,9.7,16.4,14.0,3505,7.0,0.14,0.17,1.2,0.052
754,TR19,2005-03-03,7.2,9.7,15.5,19.0,2751,4.6,0.31,0.08,1.5,0.072
755,TR19,2005-04-07,7.5,9.2,29.0,4.9,6183,6.2,0.19,0.17,1.1,0.055
756,TR19,2005-05-04,7.4,8.7,27.4,10.0,4766,8.8,0.13,0.15,1.3,0.05
757,TR19,2005-06-01,7.3,8.5,29.8,14.0,2876,6.4,0.061,0.04,1.0,0.04
758,TR19,2005-07-04,7.2,8.3,28.7,4.4,1059,4.2,0.025,0.04,0.93,0.012
759,TR19,2005-08-01,7.3,7.7,28.4,16.0,2901,1.6,0.17,0.07,1.1,0.05
760,TR19,2005-09-01,7.3,7.2,29.1,13.0,3163,1.5,0.044,0.05,1.1,0.012
761,TR19,2005-10-03,7.6,8.1,29.2,47.0,1231,1.3,0.078,0.05,1.0,0.015
762,TR19,2005-11-02,7.3,8.8,25.8,8.0,1960,2.1,0.13,0.03,1.1,0.018
763,TR19,2005-12-01,7.8,8.1,25.1,22.0,5799,8.7,0.017,0.05,1.0,0.016
764,TR19A,2005-01-05,9.1,9.1,19.1,450.0,5272,6.4,0.31,0.21,2.3,0.18
765,TR19A,2005-02-03,7.5,9.4,16.2,40.0,2372,0.9,0.27,0.04,2.1,0.084
766,TR19A,2005-03-03,7.5,9.8,15.4,120.0,4030,2.0,0.32,0.1,1.8,0.16
767,TR19A,2005-04-07,7.5,8.4,24.2,130.0,7562,0.8,0.46,0.09,2.0,0.13
768,TR19A,2005-05-04,6.6,8.0,27.3,14.0,9302,0.1,0.12,0.02,2.2,0.046
769,TR19A,2005-06-01,7.2,7.8,27.6,34.0,4694,0.1,0.21,0.03,2.0,0.075
770,TR19A,2005-07-04,7.4,8.0,28.3,6.9,3053,0.5,0.12,0.03,1.8,0.07
771,TR19A,2005-08-01,7.4,7.9,27.2,51.0,2450,0.5,0.094,0.09,1.3,0.026
772,TR19A,2005-09-01,8.0,7.2,27.5,13.0,6532,0.5,0.1,0.05,1.4,0.035
773,TR19A,2005-10-03,7.7,8.5,28.1,6.2,770,0.1,0.046,0.04,0.96,0.011
774,TR19A,2005-11-02,9.3,9.0,23.4,45.0,1523,1.0,0.21,0.06,1.3,0.036
775,TR19A,2005-12-01,8.4,9.6,22.9,95.0,563,0.9,0.09,0.13,0.94,0.014
776,TR19C,2005-01-05,8.4,8.8,18.8,130.0,5246,6.9,0.37,0.19,1.3,0.083
777,TR19C,2005-02-03,7.2,9.0,16.2,28.0,3974,3.3,0.25,0.17,1.3,0.057
778,TR19C,2005-03-03,7.6,9.6,14.4,38.0,1891,7.2,0.4,0.17,1.3,0.1
779,TR19C,2005-04-07,7.3,8.8,25.1,55.0,6150,4.1,0.23,0.26,1.1,0.054
780,TR19C,2005-05-04,7.0,8.4,28.1,36.0,5912,3.9,0.25,0.22,1.3,0.066
781,TR19C,2005-06-01,7.0,7.4,28.1,5.2,2855,3.1,0.028,0.05,1.1,0.024
782,TR19C,2005-07-04,7.2,7.9,28.4,32.0,2064,1.8,0.066,0.04,1.2,0.027
783,TR19C,2005-08-01,7.1,7.5,27.5,23.0,3807,1.4,0.11,0.06,1.0,0.016
784,TR19C,2005-09-01,7.3,6.9,28.0,17.0,5140,0.7,0.054,0.06,0.97,0.011
785,TR19C,2005-10-03,7.1,7.8,28.6,9.4,2256,0.7,0.084,0.06,1.0,0.014
786,TR19C,2005-11-02,7.6,8.4,24.5,12.0,2070,6.6,0.091,0.05,1.1,0.037
787,TR19C,2005-12-01,7.1,7.8,24.2,22.0,7746,1.9,0.09,0.09,1.0,0.013
788,TR19I,2005-01-05,8.1,8.5,17.1,1.0,37556,3.4,0.17,0.04,0.18,0.016
789,TR19I,2005-02-03,7.9,9.2,13.5,3.0,25364,6.7,0.73,0.14,0.62,0.057
790,TR19I,2005-03-03,7.5,7.5,13.2,1.1,21627,2.4,0.57,0.07,2.0,0.11
791,TR19I,2005-04-07,7.9,8.0,21.7,2.0,39315,3.8,0.19,0.05,0.64,0.058
792,TR19I,2005-05-04,7.9,6.0,25.8,1.3,44794,3.8,0.2,0.05,0.21,0.03
793,TR19I,2005-06-06,7.4,6.0,25.1,2.7,9537,1.0,0.38,0.06,0.71,0.045
794,TR19I,2005-07-04,7.6,6.6,30.7,23.0,12605,1.7,0.21,0.05,1.1,0.045
795,TR19I,2005-08-01,7.8,5.6,28.8,7.8,21007,0.8,0.19,0.03,0.58,0.021
796,TR19I,2005-09-01,8.3,7.8,30.6,5.0,25892,2.2,0.084,0.05,0.56,0.024
797,TR19I,2005-10-03,8.2,7.8,30.1,2.5,39279,2.6,0.063,0.02,0.21,0.011
798,TR19I,2005-11-02,7.8,8.0,23.2,6.7,29098,2.5,0.14,0.02,0.4,0.028
799,TR19I,2005-12-01,7.7,6.7,23.0,7.6,31785,2.9,0.17,0.04,0.34,0.024
800,TR20B,2005-01-05,8.3,9.4,18.0,0.6,146,0.1,0.088,0.02,1.3,0.002
801,TR20B,2005-02-03,7.7,9.7,16.4,0.5,161,1.0,0.08,0.02,1.6,0.002
802,TR20B,2005-03-03,7.8,9.9,15.6,1.8,128,0.1,0.073,0.02,1.5,0.002
803,TR20B,2005-04-07,7.9,9.0,21.3,0.9,180,0.2,0.047,0.05,1.6,0.002
804,TR20B,2005-05-04,8.0,8.4,25.6,1.5,192,0.1,0.093,0.03,2.3,0.002
805,TR20B,2005-06-01,7.5,8.4,27.4,1.8,178,0.1,0.066,0.04,1.5,0.002
806,TR20B,2005-07-04,7.2,7.7,27.3,2.0,143,0.3,0.12,0.02,0.72,0.002
807,TR20B,2005-08-01,8.0,7.8,26.8,4.2,125,1.3,0.044,0.02,0.69,0.002
808,TR20B,2005-09-01,7.4,7.3,27.7,2.0,167,0.1,0.03,0.02,0.93,0.002
809,TR20B,2005-10-03,7.4,8.3,27.1,1.0,139,0.1,0.026,0.02,0.88,0.002
810,TR20B,2005-11-02,7.4,8.8,24.7,2.1,214,0.4,0.022,0.02,1.2,0.002
811,TR20B,2005-12-01,7.9,9.0,22.6,2.2,185,0.1,0.03,0.02,1.4,0.002
812,TR23A,2005-01-05,7.8,7.6,16.8,1.1,5871,3.8,0.73,0.11,0.82,0.064
813,TR23A,2005-02-03,7.6,7.8,14.6,1.3,8330,4.1,0.41,0.14,0.87,0.038
814,TR23A,2005-03-03,7.8,8.6,14.1,5.3,6812,4.1,0.63,0.11,1.5,0.076
815,TR23A,2005-04-07,7.8,6.3,21.7,1.9,32211,5.1,0.33,0.05,0.58,0.042
816,TR23A,2005-05-04,7.9,5.8,24.9,2.9,44935,7.2,0.2,0.08,0.17,0.015
817,TR23A,2005-06-01,8.2,7.8,27.8,3.8,20493,2.5,0.13,0.08,0.42,0.02
818,TR23A,2005-07-04,8.1,8.9,29.9,16.0,16025,2.3,0.014,0.04,0.44,0.006
819,TR23A,2005-08-01,7.8,6.6,27.9,9.8,17277,2.4,0.25,0.08,0.52,0.009
820,TR23A,2005-09-01,8.3,8.2,28.7,4.4,9794,2.0,0.044,0.09,0.49,0.013
821,TR23A,2005-10-03,8.2,8.3,28.9,3.4,5822,2.5,0.019,0.06,0.52,0.012
822,TR23A,2005-11-02,7.7,7.9,24.1,4.6,15344,3.0,0.22,0.06,0.47,0.018
823,TR23A,2005-12-01,7.6,5.1,24.4,6.0,18571,2.6,0.2,0.04,0.17,0.008
824,TR23L,2005-01-05,9.0,10.8,19.2,2.2,293,1.5,0.068,0.06,0.24,0.011
825,TR23L,2005-02-03,9.0,10.8,16.7,0.5,240,2.6,0.059,0.03,0.25,0.014
826,TR23L,2005-03-03,8.5,10.3,15.5,1.5,195,0.7,0.018,0.02,0.58,0.005
827,TR23L,2005-04-07,8.9,9.6,24.8,1.6,532,2.0,0.024,0.04,0.16,0.006
828,TR23L,2005-05-04,8.6,9.3,27.4,1.3,466,1.1,0.037,0.04,0.33,0.012
829,TR23L,2005-06-01,8.3,8.8,28.3,3.5,318,0.4,0.016,0.02,0.13,0.002
830,TR23L,2005-07-04,7.7,8.2,29.1,1.4,156,0.2,0.006,0.02,0.12,0.002
831,TR23L,2005-08-01,8.1,8.0,27.4,1.6,157,0.1,0.013,0.02,0.2,0.002
832,TR23L,2005-09-01,8.5,8.5,28.8,3.2,269,0.5,0.019,0.02,0.06,0.002
833,TR23L,2005-10-03,7.8,8.7,28.6,1.1,179,0.3,0.013,0.02,0.072,0.002
834,TR23L,2005-11-02,8.1,10.4,24.6,2.4,262,1.2,0.012,0.02,0.12,0.003
835,TR23L,2005-12-01,8.5,9.6,23.2,5.7,485,0.7,0.015,0.02,0.15,0.002
836,TR4,2005-01-07,7.7,9.0,20.4,1.6,477,2.8,0.48,0.23,1.8,0.13
837,TR4,2005-02-01,7.3,7.2,16.5,1.9,182,4.5,1.1,0.33,1.7,0.077
838,TR4,2005-03-04,7.7,9.3,14.6,2.1,253,3.0,0.44,0.29,1.6,0.063
839,TR4,2005-04-08,6.9,5.6,23.3,2.9,358,2.0,0.27,0.29,2.6,0.095
840,TR4,2005-05-06,7.1,6.4,26.4,3.8,262,1.3,0.23,0.24,2.1,0.069
841,TR4,2005-06-03,7.4,7.5,27.9,6.9,375,0.9,0.067,0.13,0.64,0.01
842,TR4,2005-07-08,7.2,7.7,27.9,1.4,332,0.7,0.097,0.1,1.1,0.024
843,TR4,2005-08-03,7.1,6.7,30.1,2.5,211,1.1,0.18,0.13,1.2,0.046
844,TR4,2005-09-02,7.5,7.9,26.5,2.6,183,1.2,0.13,0.04,0.17,0.005
845,TR4,2005-10-07,7.1,7.6,29.0,1.9,269,1.3,0.36,0.11,0.77,0.042
846,TR4,2005-11-03,6.9,7.2,26.8,2.6,342,1.4,0.39,0.12,0.63,0.051
847,TR4,2005-12-05,7.3,9.0,19.4,8.9,193,1.5,0.32,0.15,0.75,0.052
848,TR6,2005-01-07,7.1,7.8,19.5,4.1,20221,1.3,1.2,0.15,0.53,0.054
849,TR6,2005-02-01,7.1,5.2,16.2,0.5,19914,1.8,1.8,0.17,0.45,0.048
850,TR6,2005-03-04,7.3,8.2,13.7,3.4,16213,1.5,0.73,0.13,0.53,0.035
851,TR6,2005-04-08,7.2,5.1,24.2,6.0,28210,1.2,1.2,0.15,0.55,0.077
852,TR6,2005-05-06,7.5,6.0,26.6,16.0,15585,7.3,0.82,0.14,0.57,0.089
853,TR6,2005-06-03,7.3,5.8,31.0,16.0,19070,1.3,1.1,0.15,0.41,0.096
854,TR6,2005-07-08,7.5,6.4,28.7,3.4,14451,1.3,0.31,0.08,0.69,0.026
855,TR6,2005-08-03,7.4,5.5,31.6,15.0,21112,1.8,0.34,0.12,0.19,0.015
856,TR6,2005-09-02,7.3,6.5,27.7,1.4,14071,1.2,0.2,0.06,0.42,0.016
857,TR6,2005-10-07,7.4,5.4,30.1,4.3,26787,1.9,0.45,0.13,0.18,0.02
858,TR6,2005-11-03,7.3,5.7,26.7,12.0,27566,1.5,0.57,0.13,0.27,0.021
859,TR6,2005-12-05,7.2,5.1,20.3,12.0,34139,2.2,0.35,0.15,0.12,0.009
860,TSR1,2005-01-17,7.9,8.2,20.0,28.0,379,27.0,7.5,1.3,1.1,0.13
861,TSR1,2005-02-23,7.5,8.2,17.8,8.3,305,12.0,6.3,0.82,1.4,0.11
862,TSR1,2005-03-10,7.4,7.6,22.2,18.0,365,13.0,7.2,0.93,1.0,0.1
863,TSR1,2005-04-11,8.4,10.6,26.9,12.0,279,7.4,0.73,0.25,1.7,0.05
864,TSR1,2005-05-11,7.5,7.7,25.8,19.0,299,15.0,1.3,0.23,2.4,0.093
